,key
1489,"(2301, 2000, 2000060011, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
1490,"(1000, 3600, 3600090007, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1491,"(2301, 2000, 2000060014, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1492,"(1000, 3600, 3600130017, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1493,"(8300, 2000, 2000090001, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
1494,"(1000, 1000, 1000010035, 500150, '500150 - Shift Differential Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1495,"(2207, 1600, 1600010001, 520157, '520157 - Computer Software Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1496,"(1000, 5500, 5500010004, 520520, '520520 - Printing & Reproduction Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1497,"(1000, 5500, 5500010014, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1498,"(1000, 1000, 1000010033, 500040, '500040 - Salary Assignment Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1499,"(1000, 1000, 1000010014, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
1500,"(1000, 3600, 3600150061, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1501,"(8001, 2800, 2800060014, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1502,"(1000, 2500, 2500060002, 521405, '521405 - Building Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1503,"(1001, 2000, 2000060007, 511060, '511060 - Postage', 510, '510 - Supplies', 'Expenditures')"
1504,"(9000, 8000, 8000150001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1505,"(8300, 2000, 2000040023, 500250, '500250 - HOPE Union Business Usage', 500, '500 - Personnel Services', 'Expenditures')"
1506,"(1000, 1000, 1000010032, 501130, '501130 - Termination Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1507,"(8300, 2000, 2000040022, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1508,"(1000, 1200, 1200060001, 500050, '500050 - Salary-Education/Incentive Pay - Classif', 500, '500 - Personnel Services', 'Expenditures')"
1509,"(8001, 2800, 2800040010, 521905, '521905 - Legal Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1510,"(1000, 3600, 3600150026, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1511,"(1000, 3600, 3600150021, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1512,"(1000, 1000, 1000010046, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
1513,"(1000, 3600, 3600010001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1514,"(1000, 1000, 1000010022, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1515,"(1000, 1200, 1200040001, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
1516,"(1000, 6500, 6500080003, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1517,"(1000, 3600, 3600130014, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
1518,"(1000, 3600, 3600090001, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1519,"(1000, 5500, 5500010008, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1520,"(8001, 2800, 2800060011, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
1521,"(8300, 2000, 2000030009, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1522,"(1000, 6400, 6400010001, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
1523,"(1000, 5000, 5000010001, 521605, '521605 - Data Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1524,"(2302, 2000, 2000010010, 511115, '511115 - Vehicle Repair & Maintenance Supplies', 510, '510 - Supplies', 'Expenditures')"
1525,"(1000, 3600, 3600070009, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1526,"(1000, 5500, 5500010006, 511060, '511060 - Postage', 510, '510 - Supplies', 'Expenditures')"
1527,"(1000, 1000, 1000010002, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
1528,"(1000, 2100, 2100080002, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1529,"(1000, 1200, 1200050004, 511055, '511055 - Publications & Printed Materials', 510, '510 - Supplies', 'Expenditures')"
1530,"(1000, 1000, 1000010022, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1531,"(1000, 1000, 1000010078, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
1532,"(8300, 2000, 2000060005, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1533,"(1000, 1000, 1000010043, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1534,"(1000, 1000, 1000010050, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1535,"(1000, 3600, 3600150025, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1536,"(1000, 3800, 3800050010, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1537,"(1000, 1600, 1600020001, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1538,"(2301, 2000, 2000060002, 520126, '520126 - Construction Site Work Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1539,"(1000, 3600, 3600150001, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1540,"(1000, 1000, 1000010063, 503020, '503020 - Health Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
1541,"(8300, 2000, 2000040012, 500090, '500090 - Premium Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1542,"(2100, 3600, 3600110006, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
1543,"(1000, 3600, 3600150065, 500030, '500030 - Salary Part Time - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1544,"(8001, 2800, 2800040013, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1545,"(8300, 2000, 2000050007, 521505, '521505 - Electricity', 520, '520 - Other Services and Charges', 'Expenditures')"
1546,"(1000, 3600, 3600070004, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1547,"(1000, 1600, 1600030001, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1548,"(1000, 3800, 3800040006, 511060, '511060 - Postage', 510, '510 - Supplies', 'Expenditures')"
1549,"(1000, 1000, 1000010004, 503020, '503020 - Health Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
1550,"(1000, 5100, 5100010001, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1551,"(1000, 1200, 1200060004, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
1552,"(8300, 2000, 2000050002, 521305, '521305 - Indirect Cost Recovery Payment', 520, '520 - Other Services and Charges', 'Expenditures')"
1553,"(8001, 2800, 2800010001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
1554,"(8300, 2000, 2000050006, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1555,"(2100, 3600, 3600110006, 520128, '520128 - Other Construction Work Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1556,"(8300, 2000, 2000040022, 511030, '511030 - Mechanical Hardware & Parts', 510, '510 - Supplies', 'Expenditures')"
1557,"(1000, 3600, 3600150047, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1558,"(1000, 2100, 2100050002, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1559,"(8300, 2000, 2000040005, 511010, '511010 - Chemical, Gases & Special Fluids', 510, '510 - Supplies', 'Expenditures')"
1560,"(8300, 2000, 2000040007, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1561,"(1000, 1000, 1000010001, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1562,"(1000, 2100, 2100010003, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
1563,"(1000, 1000, 1000010088, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1564,"(1000, 5500, 5500010010, 520520, '520520 - Printing & Reproduction Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1565,"(1000, 1000, 1000010001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1566,"(2301, 2000, 2000060013, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1567,"(1000, 1200, 1200060002, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
1568,"(8001, 2800, 2800040003, 521405, '521405 - Building Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1569,"(8001, 2800, 2800040003, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1570,"(1000, 6000, 6000030001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1571,"(8300, 2000, 2000090006, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
1572,"(1000, 3600, 3600150003, 521405, '521405 - Building Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1573,"(1000, 3800, 3800050014, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1574,"(8300, 2000, 2000040004, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
1575,"(1000, 5500, 5500010004, 520121, '520121 - Application Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1576,"(1000, 3800, 3800020001, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1577,"(1000, 3800, 3800050022, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1578,"(8001, 2800, 2800040022, 500090, '500090 - Premium Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1579,"(1000, 5500, 5500010004, 501160, '501160 - Vehicle Allowance - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1580,"(2302, 2000, 2000010010, 511140, '511140 - Landscaping & Gardening Supplies', 510, '510 - Supplies', 'Expenditures')"
1581,"(1000, 1000, 1000010005, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1582,"(1001, 2000, 2000070003, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1583,"(1000, 1200, 1200030004, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1584,"(1000, 1000, 1000010019, 501090, '501090 - Pension - Police', 500, '500 - Personnel Services', 'Expenditures')"
1585,"(1000, 3600, 3600010001, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
1586,"(1000, 1200, 1200070001, 521605, '521605 - Data Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1587,"(1000, 1000, 1000010034, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1588,"(1000, 6500, 6500010001, 520100, '520100 - Temporary Personnel Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1589,"(1000, 2100, 2100080004, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
1590,"(1000, 1000, 1000010071, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
1591,"(1000, 2100, 2100090002, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1592,"(1000, 1000, 1000010051, 500040, '500040 - Salary Assignment Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1593,"(1000, 2100, 2100050002, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1594,"(1001, 2000, 2000070002, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
1595,"(8300, 2000, 2000040005, 511125, '511125 - Food Supplies', 510, '510 - Supplies', 'Expenditures')"
1596,"(1000, 1200, 1200060004, 503110, '503110 - Workers Comp-Classified Claims', 500, '500 - Personnel Services', 'Expenditures')"
1597,"(1000, 1000, 1000010037, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1598,"(1000, 3600, 3600150044, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1599,"(2100, 3600, 3600150041, 511115, '511115 - Vehicle Repair & Maintenance Supplies', 510, '510 - Supplies', 'Expenditures')"
1600,"(1000, 2100, 2100050004, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1601,"(8300, 2000, 2000050007, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1602,"(2100, 3600, 3600110005, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1603,"(9000, 8000, 8000140001, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1604,"(1000, 2100, 2100010001, 521510, '521510 - Natural Gas', 520, '520 - Other Services and Charges', 'Expenditures')"
1605,"(2301, 2000, 2000080001, 520119, '520119 - Computer Equipment/Softward Maintenance ', 520, '520 - Other Services and Charges', 'Expenditures')"
1606,"(8300, 2000, 2000030001, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1607,"(1000, 1000, 1000010019, 500020, '500020 - Salary Base Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1608,"(8001, 2800, 2800040011, 511025, '511025 - Electrical Hardware & Parts', 510, '510 - Supplies', 'Expenditures')"
1609,"(1001, 2000, 2000070004, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1610,"(1000, 3600, 3600020001, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1611,"(1000, 3600, 3600070001, 521405, '521405 - Building Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1612,"(1000, 6500, 6500080003, 520109, '520109 - Medical, Dental & Laboratory Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1613,"(1000, 1200, 1200020003, 522800, '522800 - Cost of Goods Sold', 520, '520 - Other Services and Charges', 'Expenditures')"
1614,"(1000, 5000, 5000010001, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1615,"(8001, 2800, 2800060017, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
1616,"(1000, 6000, 6000020001, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1617,"(1000, 1000, 1000010049, 501140, '501140 - Third Party Disability Benefit - Classif', 500, '500 - Personnel Services', 'Expenditures')"
1618,"(1000, 1000, 1000010043, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1619,"(8300, 2000, 2000050002, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1620,"(8300, 2000, 2000040018, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1621,"(2422, 3400, 3400010007, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
1622,"(1000, 1000, 1000010028, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
1623,"(1001, 2000, 2000080001, 511055, '511055 - Publications & Printed Materials', 510, '510 - Supplies', 'Expenditures')"
1624,"(1000, 1200, 1200060004, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
1625,"(1000, 3600, 3600130006, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
1626,"(1000, 3600, 3600150006, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1627,"(1000, 1200, 1200040001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1628,"(1000, 1000, 1000010046, 500150, '500150 - Shift Differential Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1629,"(2402, 2000, 2000020009, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1630,"(9000, 8000, 8000130001, 520115, '520115 - Real Estate Lease/Office Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
1631,"(8300, 2000, 2000040006, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
1632,"(1000, 1000, 1000010011, 501020, '501020 - Clothing Allowance - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1633,"(1000, 6800, 6800030004, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1634,"(1000, 1000, 1000010082, 501140, '501140 - Third Party Disability Benefit - Classif', 500, '500 - Personnel Services', 'Expenditures')"
1635,"(8300, 2000, 2000040003, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1636,"(1000, 3800, 3800050021, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1637,"(1000, 1000, 1000010070, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1638,"(9000, 8000, 8000150001, 520109, '520109 - Medical, Dental & Laboratory Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1639,"(1000, 3600, 3600070001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1640,"(1000, 3600, 3600090005, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
1641,"(1000, 1200, 1200050001, 503061, '503061 - Long Term Disability - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1642,"(8300, 2000, 2000040013, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1643,"(8300, 2000, 2000090006, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1644,"(1000, 3600, 3600090005, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
1645,"(2301, 2000, 2000060001, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
1646,"(8300, 2000, 2000050010, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1647,"(1004, 9000, 9000120001, 521905, '521905 - Legal Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1648,"(8001, 2800, 2800060002, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1649,"(1000, 1200, 1200050005, 503020, '503020 - Health Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
1650,"(8300, 2000, 2000040012, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
1651,"(2402, 2000, 2000020009, 520905, '520905 - Travel - Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
1652,"(1000, 1000, 1000010029, 501090, '501090 - Pension - Police', 500, '500 - Personnel Services', 'Expenditures')"
1653,"(1000, 1000, 1000010016, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1654,"(1000, 3800, 3800050001, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1655,"(1000, 3600, 3600150060, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
1656,"(1000, 1000, 1000010036, 502020, '502020 - FICA - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1657,"(1001, 2000, 2000070004, 522820, '522820 - Intfd EB Cape Traini', 520, '520 - Other Services and Charges', 'Expenditures')"
1658,"(1000, 1000, 1000010042, 500120, '500120 - Bilingual Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1659,"(1000, 1000, 1000010022, 503080, '503080 - Workers Compensation - Classified Admin', 500, '500 - Personnel Services', 'Expenditures')"
1660,"(1000, 1000, 1000010081, 503025, '503025 - Basic Life Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
1661,"(1000, 3800, 3800050010, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1662,"(1000, 3600, 3600150024, 521405, '521405 - Building Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1663,"(1000, 1200, 1200010001, 500050, '500050 - Salary-Education/Incentive Pay - Classif', 500, '500 - Personnel Services', 'Expenditures')"
1664,"(2201, 1000, 1000010043, 500070, '500070 - Overtime - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1665,"(1000, 3600, 3600150025, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
1666,"(8300, 2000, 2000040010, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1667,"(1001, 2000, 2000070002, 511055, '511055 - Publications & Printed Materials', 510, '510 - Supplies', 'Expenditures')"
1668,"(1000, 2500, 2500080001, 520115, '520115 - Real Estate Lease/Office Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
1669,"(1000, 2100, 2100050003, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
1670,"(1000, 1000, 1000010035, 500160, '500160 - Training Incentive Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1671,"(8300, 2000, 2000050006, 521515, '521515 - Electricity  Franchise Fee Expense', 520, '520 - Other Services and Charges', 'Expenditures')"
1672,"(1000, 5500, 5500010003, 511060, '511060 - Postage', 510, '510 - Supplies', 'Expenditures')"
1673,"(1000, 3800, 3800050022, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1674,"(8001, 2800, 2800050004, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1675,"(1000, 3800, 3800060003, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1676,"(1000, 3600, 3600130016, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1677,"(1000, 1000, 1000010094, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1678,"(8300, 2000, 2000040014, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1679,"(1000, 9000, 9000090001, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1680,"(1000, 2100, 2100050001, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1681,"(1000, 3600, 3600090014, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1682,"(8300, 2000, 2000040018, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1683,"(8300, 2000, 2000090006, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1684,"(1000, 3600, 3600130012, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1685,"(1000, 1600, 1600010001, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1686,"(1000, 3800, 3800020003, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1687,"(1000, 1200, 1200030006, 520123, '520123 - Vehicle & Motor Equipment Services+E38', 520, '520 - Other Services and Charges', 'Expenditures')"
1688,"(1000, 8000, 8000010001, 520121, '520121 - Application Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1689,"(1000, 2100, 2100080004, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1690,"(1000, 1000, 1000010001, 503110, '503110 - Workers Comp-Classified Claims', 500, '500 - Personnel Services', 'Expenditures')"
1691,"(1000, 9000, 9000140001, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1692,"(1000, 5500, 5500010011, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1693,"(8300, 2000, 2000040005, 521510, '521510 - Natural Gas', 520, '520 - Other Services and Charges', 'Expenditures')"
1694,"(8300, 2000, 2000040019, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
1695,"(1000, 3600, 3600070010, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
1696,"(1000, 3800, 3800020002, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1697,"(1000, 1000, 1000010035, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1698,"(1000, 1200, 1200020003, 520124, '520124 - Other Equipment ServicesS', 520, '520 - Other Services and Charges', 'Expenditures')"
1699,"(1001, 2000, 2000060010, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
1700,"(1000, 3600, 3600130003, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1701,"(1000, 6400, 6400050003, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
1702,"(1000, 3600, 3600150070, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
1703,"(1000, 1200, 1200030003, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1704,"(1000, 3600, 3600150019, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
1705,"(1000, 1600, 1600010001, 511060, '511060 - Postage', 510, '510 - Supplies', 'Expenditures')"
1706,"(1000, 1200, 1200040002, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1707,"(1000, 6000, 6000050001, 520119, '520119 - Computer Equipment/Softward Maintenance ', 520, '520 - Other Services and Charges', 'Expenditures')"
1708,"(8300, 2000, 2000050015, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1709,"(1000, 3600, 3600130001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
