,key
1035,"(1000, 2500, 2500040001, 520121, '520121 - Application Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1036,"(1000, 3800, 3800050016, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1037,"(1000, 1000, 1000010046, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1038,"(1011, 8000, 8000090001, 520114, '520114 - Miscellaneous Support Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1039,"(1000, 1200, 1200050001, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1040,"(1000, 2100, 2100060004, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1041,"(1000, 2100, 2100090004, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1042,"(1000, 1000, 1000010049, 502020, '502020 - FICA - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1043,"(1000, 1600, 1600020001, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
1044,"(1000, 3600, 3600150003, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1045,"(8300, 2000, 2000050005, 521715, '521715 - Office Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
1046,"(1000, 3600, 3600070001, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1047,"(1000, 6500, 6500070007, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
1048,"(1000, 3400, 3400050001, 520124, '520124 - Other Equipment ServicesS', 520, '520 - Other Services and Charges', 'Expenditures')"
1049,"(1000, 2100, 2100090003, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1050,"(1000, 1200, 1200040002, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
1051,"(1000, 8000, 8000070001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1052,"(1000, 8000, 8000070001, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1053,"(8300, 2000, 2000060005, 456105, '456105 - Oil and Gas Well Permits', 456, '456 - Other Operating Revenues', 'Revenues')"
1054,"(9000, 8000, 8000120002, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
1055,"(8300, 2000, 2000050008, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1056,"(1000, 6800, 6800030007, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1057,"(1000, 3600, 3600070005, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1058,"(1000, 6800, 6800010001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1059,"(1000, 1000, 1000010008, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1060,"(1000, 3600, 3600150006, 511015, '511015 - Cleaning & Sanitary Supplies', 510, '510 - Supplies', 'Expenditures')"
1061,"(1000, 1000, 1000010022, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1062,"(8300, 2000, 2000040023, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1063,"(1000, 1000, 1000010094, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1064,"(1011, 8000, 8000100002, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1065,"(1000, 1200, 1200050005, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1066,"(1000, 3400, 3400050001, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1067,"(1000, 1000, 1000010023, 500190, '500190 - Temporary Higher Class Pay', 500, '500 - Personnel Services', 'Expenditures')"
1068,"(1000, 1000, 1000010012, 500160, '500160 - Training Incentive Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1069,"(8001, 2800, 2800040022, 511125, '511125 - Food Supplies', 510, '510 - Supplies', 'Expenditures')"
1070,"(1000, 3800, 3800050025, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1071,"(8300, 2000, 2000060005, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
1072,"(9000, 8000, 8000150005, 429080, '429080 - Retirees Insurance Contribution', 429, '429 - Health Benefit Premiums', 'Revenues')"
1073,"(8001, 2800, 2800060007, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1074,"(1000, 7000, 7000030001, 426070, '426070 - Hotel & Motel Ordinance', 424, '424 - Charges for Services', 'Revenues')"
1075,"(1000, 3600, 3600130013, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
1076,"(1000, 9900, 9900010001, 531085, '531085 - Other Interest', 530, '530 - Debt Service and Other Uses', 'Expenditures')"
1077,"(1000, 1200, 1200020004, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1078,"(1000, 1000, 1000010061, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
1079,"(8001, 2800, 2800020002, 551010, '551010 - Non-Capital Office Furniture & Equipment', 550, '550 - Non-Capital Purchases', 'Expenditures')"
1080,"(1000, 3600, 3600150030, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1081,"(1000, 3600, 3600070003, 511025, '511025 - Electrical Hardware & Parts', 510, '510 - Supplies', 'Expenditures')"
1082,"(1000, 6400, 6400030001, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1083,"(9000, 8000, 8000150001, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1084,"(2205, 1500, 1500040001, 520121, '520121 - Application Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1085,"(1000, 3600, 3600150005, 511010, '511010 - Chemical, Gases & Special Fluids', 510, '510 - Supplies', 'Expenditures')"
1086,"(8300, 2000, 2000040011, 511090, '511090 - Medical & Surgical Supplies', 510, '510 - Supplies', 'Expenditures')"
1087,"(8300, 2000, 2000080001, 521605, '521605 - Data Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1088,"(1000, 3600, 3600130005, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1089,"(8300, 2000, 2000030009, 520905, '520905 - Travel - Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
1090,"(1011, 8000, 8000100006, 520110, '520110 - Management Consulting Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1091,"(1000, 1000, 1000010053, 500070, '500070 - Overtime - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1092,"(8001, 2800, 2800040023, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1093,"(1000, 2100, 2100020001, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1094,"(1000, 2000, 2000010001, 521405, '521405 - Building Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1095,"(1000, 1000, 1000010016, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
1096,"(1000, 3400, 3400010001, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1097,"(1000, 1200, 1200060006, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1098,"(2402, 2000, 2000020009, 432010, '432010 - Interest on Pooled Investments', 432, '432 - Interest/Investment Income', 'Revenues')"
1099,"(1000, 1000, 1000010053, 501090, '501090 - Pension - Police', 500, '500 - Personnel Services', 'Expenditures')"
1100,"(2100, 3600, 3600110005, 520520, '520520 - Printing & Reproduction Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1101,"(1000, 1000, 1000010015, 520109, '520109 - Medical, Dental & Laboratory Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1102,"(1000, 2100, 2100060004, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1103,"(1000, 3800, 3800020004, 520157, '520157 - Computer Software Maintenance Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1104,"(2301, 2000, 2000060014, 520905, '520905 - Travel - Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
1105,"(1000, 9000, 9000080001, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1106,"(1000, 6500, 6500070003, 520114, '520114 - Miscellaneous Support Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1107,"(1000, 3600, 3600150026, 500180, '500180 - Temporary Employees', 500, '500 - Personnel Services', 'Expenditures')"
1108,"(8001, 2800, 2800030001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
1109,"(1001, 2000, 2000080001, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1110,"(8300, 2000, 2000040012, 511025, '511025 - Electrical Hardware & Parts', 510, '510 - Supplies', 'Expenditures')"
1111,"(8001, 2800, 2800040017, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
1112,"(1000, 1000, 1000010014, 503110, '503110 - Workers Comp-Classified Claims', 500, '500 - Personnel Services', 'Expenditures')"
1113,"(1000, 3800, 3800020008, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1114,"(1000, 1000, 1000010068, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
1115,"(2301, 2000, 2000060004, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1116,"(1000, 1000, 1000010028, 501110, '501110 - Strategic Staffing - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1117,"(1000, 1000, 1000010014, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1118,"(1000, 2100, 2100010002, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
1119,"(1000, 3600, 3600130014, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1120,"(8001, 2800, 2800040022, 511145, '511145 - Small Tools & Minor Equipment', 510, '510 - Supplies', 'Expenditures')"
1121,"(1000, 3600, 3600060001, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1122,"(1000, 6000, 6000030001, 520119, '520119 - Computer Equipment/Softward Maintenance ', 520, '520 - Other Services and Charges', 'Expenditures')"
1123,"(8300, 2000, 2000040003, 511025, '511025 - Electrical Hardware & Parts', 510, '510 - Supplies', 'Expenditures')"
1124,"(2301, 9800, 9800010001, 432010, '432010 - Interest on Pooled Investments', 432, '432 - Interest/Investment Income', 'Revenues')"
1125,"(8300, 2000, 2000050012, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1126,"(8001, 2800, 2800040003, 503100, '503100 - Workers Comp-Civilian Claims', 500, '500 - Personnel Services', 'Expenditures')"
1127,"(1011, 9000, 9000130001, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1128,"(1001, 2000, 2000070003, 521730, '521730 - Parking Space Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
1129,"(1000, 5500, 5500010005, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1130,"(8300, 2000, 2000040012, 520520, '520520 - Printing & Reproduction Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1131,"(8601, 4200, 4200020004, 520106, '520106 - Architectural Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1132,"(1000, 3600, 3600130016, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1133,"(1000, 9000, 9000040001, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1134,"(1000, 6500, 6500030002, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1135,"(1000, 1200, 1200050001, 501080, '501080 - Pension - Fire', 500, '500 - Personnel Services', 'Expenditures')"
1136,"(1000, 6500, 6500030001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
1137,"(1000, 1000, 1000010094, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1138,"(1000, 1000, 1000010054, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1139,"(1000, 7000, 7000010001, 520515, '520515 - Print Shop Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1140,"(8001, 2800, 2800060017, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1141,"(1000, 5000, 5000010001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
1142,"(8300, 2000, 2000040007, 511095, '511095 - Small Technical & Scientific Equipment', 510, '510 - Supplies', 'Expenditures')"
1143,"(8001, 2800, 2800040019, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1144,"(1000, 3400, 3400030001, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1145,"(8300, 2000, 2000040005, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1146,"(1000, 3600, 3600020001, 520905, '520905 - Travel - Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
1147,"(1000, 1000, 1000010004, 511125, '511125 - Food Supplies', 510, '510 - Supplies', 'Expenditures')"
1148,"(1000, 2100, 2100050003, 501120, '501120 - Termination Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1149,"(8300, 2000, 2000040022, 521705, '521705 - Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
1150,"(1000, 3600, 3600150001, 511010, '511010 - Chemical, Gases & Special Fluids', 510, '510 - Supplies', 'Expenditures')"
1151,"(1000, 3600, 3600090003, 521715, '521715 - Office Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
1152,"(1000, 1000, 1000010070, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1153,"(8300, 2000, 2000040005, 521715, '521715 - Office Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
1154,"(1000, 1000, 1000010013, 500070, '500070 - Overtime - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1155,"(1000, 7500, 7500010001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1156,"(1000, 3600, 3600150063, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1157,"(1000, 5500, 5500010001, 521610, '521610 - Voice Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1158,"(1000, 6800, 6800050001, 520114, '520114 - Miscellaneous Support Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1159,"(1000, 1000, 1000010017, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
1160,"(2100, 3600, 3600110005, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1161,"(1000, 1200, 1200050004, 503061, '503061 - Long Term Disability - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1162,"(1000, 1000, 1000010096, 500040, '500040 - Salary Assignment Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1163,"(1000, 1000, 1000010044, 501020, '501020 - Clothing Allowance - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1164,"(1001, 2000, 2000070005, 511060, '511060 - Postage', 510, '510 - Supplies', 'Expenditures')"
1165,"(1000, 2100, 2100010001, 511125, '511125 - Food Supplies', 510, '510 - Supplies', 'Expenditures')"
1166,"(8001, 2800, 2800050001, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1167,"(1000, 6500, 6500080003, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1168,"(1000, 1000, 1000010021, 522430, '522430 - Miscellaneous Other Services & Charges', 520, '520 - Other Services and Charges', 'Expenditures')"
1169,"(1000, 1000, 1000010057, 521625, '521625 - Voice Labor', 520, '520 - Other Services and Charges', 'Expenditures')"
1170,"(1000, 1000, 1000010061, 500050, '500050 - Salary-Education/Incentive Pay - Classif', 500, '500 - Personnel Services', 'Expenditures')"
1171,"(2302, 2000, 2000010012, 511020, '511020 - Construction Materials', 510, '510 - Supplies', 'Expenditures')"
1172,"(1000, 1000, 1000010050, 500060, '500060 - Overtime - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1173,"(8300, 2000, 2000040013, 511020, '511020 - Construction Materials', 510, '510 - Supplies', 'Expenditures')"
1174,"(8300, 2000, 2000030003, 520520, '520520 - Printing & Reproduction Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1175,"(2401, 5000, 5000020001, 452030, '452030 - Miscellaneous Revenue', 452, '452 - Non-Operating/Misc.Revenues', 'Revenues')"
1176,"(1000, 3600, 3600070001, 520510, '520510 - Mail/Delivery Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1177,"(1000, 3600, 3600150050, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1178,"(1000, 3600, 3600090002, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1179,"(1000, 1000, 1000010052, 501140, '501140 - Third Party Disability Benefit - Classif', 500, '500 - Personnel Services', 'Expenditures')"
1180,"(8001, 2800, 2800020004, 521715, '521715 - Office Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
1181,"(1000, 5500, 5500010008, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1182,"(1000, 2100, 2100050001, 500210, '500210 - Pay for Performance Plan - Municipal', 500, '500 - Personnel Services', 'Expenditures')"
1183,"(1000, 3600, 3600150019, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1184,"(1000, 1000, 1000010065, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1185,"(2205, 1500, 1500030001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1186,"(8300, 2000, 2000040022, 511115, '511115 - Vehicle Repair & Maintenance Supplies', 510, '510 - Supplies', 'Expenditures')"
1187,"(1000, 3800, 3800060005, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1188,"(1003, 2500, 2500050001, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
1189,"(1001, 2000, 2000070003, 511010, '511010 - Chemical, Gases & Special Fluids', 510, '510 - Supplies', 'Expenditures')"
1190,"(1000, 3600, 3600150065, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1191,"(2402, 2000, 2000020009, 520755, '520755 - Contingency', 520, '520 - Other Services and Charges', 'Expenditures')"
1192,"(8300, 2000, 2000050005, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1193,"(8300, 2000, 2000040005, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
1194,"(1000, 1000, 1000010034, 503025, '503025 - Basic Life Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
1195,"(1000, 3600, 3600150030, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1196,"(8001, 2800, 2800040003, 511045, '511045 - Computer Supplies', 510, '510 - Supplies', 'Expenditures')"
1197,"(8001, 2800, 2800060016, 520905, '520905 - Travel - Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
1198,"(1000, 1200, 1200060002, 426020, '426020 - Hazardous Materials Permit', 424, '424 - Charges for Services', 'Revenues')"
1199,"(1000, 7000, 7000010001, 511060, '511060 - Postage', 510, '510 - Supplies', 'Expenditures')"
1200,"(1000, 1200, 1200070001, 511110, '511110 - Fuel', 510, '510 - Supplies', 'Expenditures')"
1201,"(1000, 1200, 1200030004, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1202,"(1000, 3600, 3600150023, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1203,"(1000, 1200, 1200030001, 511125, '511125 - Food Supplies', 510, '510 - Supplies', 'Expenditures')"
1204,"(1000, 1000, 1000010001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1205,"(1000, 1000, 1000010014, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1206,"(1011, 8000, 8000100002, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1207,"(1000, 6000, 6000070001, 521725, '521725 - Other Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
1208,"(1000, 1000, 1000010022, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1209,"(1000, 3800, 3800050001, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1210,"(2100, 3600, 3600110007, 520705, '520705 - Insurance Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1211,"(8300, 2000, 2000040005, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1212,"(2301, 2000, 2000060004, 521605, '521605 - Data Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1213,"(1000, 3800, 3800020003, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1214,"(1000, 9000, 9000080001, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1215,"(8300, 2000, 2000040012, 511050, '511050 - Paper & Printing Supplies', 510, '510 - Supplies', 'Expenditures')"
1216,"(8300, 2000, 2000060005, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1217,"(1000, 3600, 3600150025, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1218,"(8300, 2000, 2000050015, 503050, '503050 - Health Insurance - Retiree Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1219,"(1000, 1000, 1000010012, 511150, '511150 - Miscellaneous Parts & Supplies', 510, '510 - Supplies', 'Expenditures')"
1220,"(1000, 1000, 1000010003, 503025, '503025 - Basic Life Insurance - Active Classified', 500, '500 - Personnel Services', 'Expenditures')"
1221,"(1000, 9000, 9000080001, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1222,"(2100, 3600, 3600110005, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1223,"(1000, 3800, 3800050001, 500010, '500010 - Salary Base Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1224,"(2301, 2000, 2000090005, 522720, '522720 - Interfund Payroll Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1225,"(8300, 2000, 2000040004, 511010, '511010 - Chemical, Gases & Special Fluids', 510, '510 - Supplies', 'Expenditures')"
1226,"(1000, 3600, 3600090007, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1227,"(1000, 9000, 9000080001, 503090, '503090 - Workers Compensation - Civilian Admin', 500, '500 - Personnel Services', 'Expenditures')"
1228,"(1000, 1000, 1000010014, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1229,"(1000, 1000, 1000010054, 520119, '520119 - Computer Equipment/Softward Maintenance ', 520, '520 - Other Services and Charges', 'Expenditures')"
1230,"(1000, 1000, 1000010061, 500040, '500040 - Salary Assignment Pay - Classified', 500, '500 - Personnel Services', 'Expenditures')"
1231,"(1000, 1200, 1200060001, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1232,"(1004, 9000, 9000120001, 520119, '520119 - Computer Equipment/Softward Maintenance ', 520, '520 - Other Services and Charges', 'Expenditures')"
1233,"(8300, 2000, 2000040005, 520765, '520765 - Membership & Professional Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1234,"(1000, 3600, 3600070003, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1235,"(1000, 1000, 1000010002, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1236,"(8001, 2800, 2800040019, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
1237,"(8300, 2000, 2000040009, 502010, '502010 - FICA - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1238,"(1000, 1000, 1000010064, 500110, '500110 - Bilingual Pay - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1239,"(8300, 2000, 2000040006, 511070, '511070 - Miscellaneous Office Supplies', 510, '510 - Supplies', 'Expenditures')"
1240,"(8300, 2000, 2000030003, 520121, '520121 - Application Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1241,"(1003, 2500, 2500050001, 504030, '504030 - Unemployment Claims - Administration', 500, '500 - Personnel Services', 'Expenditures')"
1242,"(1000, 1200, 1200020003, 520124, '520124 - Other Equipment ServicesS', 520, '520 - Other Services and Charges', 'Expenditures')"
1243,"(1000, 6500, 6500010001, 520805, '520805 - Education & Training', 520, '520 - Other Services and Charges', 'Expenditures')"
1244,"(8300, 2000, 2000040014, 520710, '520710 - State/Federal Inspection Fees', 520, '520 - Other Services and Charges', 'Expenditures')"
1245,"(1000, 3600, 3600020009, 521605, '521605 - Data Services', 520, '520 - Other Services and Charges', 'Expenditures')"
1246,"(1000, 1000, 1000010031, 503060, '503060 - Long Term Disability - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1247,"(1000, 3600, 3600150010, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1248,"(8001, 2800, 2800040022, 503010, '503010 - Health Insurance - Active Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1249,"(1000, 1000, 1000010017, 520910, '520910 - Travel - Non-Training Related', 520, '520 - Other Services and Charges', 'Expenditures')"
1250,"(1000, 3600, 3600090007, 503015, '503015 - Basic Life Insurance - Activie Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1251,"(8300, 2000, 2000040014, 501070, '501070 - Pension - Civilian', 500, '500 - Personnel Services', 'Expenditures')"
1252,"(2209, 1000, 1000010002, 428090, '428090 - Miscellaneous Fines & Forfeitures', 428, '428 - Other Fines & Forfeits', 'Revenues')"
1253,"(8001, 2800, 2800040022, 511120, '511120 - Clothing', 510, '510 - Supplies', 'Expenditures')"
1254,"(1000, 5500, 5500010006, 521715, '521715 - Office Equipment Rental', 520, '520 - Other Services and Charges', 'Expenditures')"
1255,"(1000, 2000, 2000060009, 434240, '434240 - Sale of CA - Land/St', 434, '434 - Miscellaneous & Other', 'Revenues')"
