,Fund Id,Business Area,Fund Center Id,GL Account,GL Description,GL Category,GL Category Description,Revenue or Expenditure,Fiscal Year,Original Budget,Current Budget,Actuals,3Y_Past_Actuals,2Y_Past_Actuals,1Y_Past_Actuals,2Y_1Y_Actuals_Mean,3Y_2Y_1Y_Actuals_Mean,3Y_Past_Original_Budget,2Y_Past_Original_Budget,1Y_Past_Original_Budget,2Y_1Y_Original_Budget_Mean,3Y_2Y_1Y_Original_Budget_Mean,3Y_Past_OA_Difference,2Y_Past_OA_Difference,1Y_Past_OA_Difference,2Y_1Y_OA_Difference_Mean,3Y_2Y_1Y_OA_Difference_Mean
2450,1000,3600,3600090012,520146,520146 - Contract Instructor Sports,520,520 - Other Services and Charges,Expenditures,2016,27500,32500,40874,31805.84,1059.08,0.0,529.54,529.54,6720.0,6720.0,6720.0,6720.0,6720.0,25085.84,-5660.92,-6720.0,-6190.46,-6190.46
2451,8300,2000,2000050002,522430,522430 - Miscellaneous Other Services & Charges,520,520 - Other Services and Charges,Expenditures,2016,800,800,146,64488.52,7515.87,16465.47,11990.67,11990.67,3750.0,3750.0,3750.0,3750.0,3750.0,60738.52,3765.87,12715.47,8240.67,8240.67
2452,1000,6800,6800050001,504030,504030 - Unemployment Claims - Administration,500,500 - Personnel Services,Expenditures,2016,0,0,14309,3516.09,0.0,4551.82,2275.91,2275.91,6040.0,6040.0,6040.0,6040.0,6040.0,-2523.91,-6040.0,-1488.1800000000005,-3764.09,-3764.09
2453,1000,1000,1000010033,503020,503020 - Health Insurance - Active Classified,500,500 - Personnel Services,Expenditures,2016,1537289,1537289,1538216,29613.32,3853.3,12614.83,8234.065,8234.065,7800.0,7800.0,7800.0,7800.0,7800.0,21813.32,-3946.7,4814.83,434.06500000000005,434.06500000000005
2454,1000,6500,6500070006,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,1180,1180,847.9,0.0,275.55,0.0,137.775,137.775,450.0,450.0,450.0,450.0,450.0,-450.0,-174.45,-450.0,-312.225,-312.225
2455,1001,2000,2000070001,501120,501120 - Termination Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,17700,17700,75389.55,26865.26,3593.44,0.0,1796.72,1796.72,800.0,800.0,800.0,800.0,800.0,26065.26,2793.44,-800.0,996.72,996.72
2456,1000,3600,3600130002,520905,520905 - Travel - Training Related,520,520 - Other Services and Charges,Expenditures,2016,1000,1000,1050,522.4,4310.8,0.0,2155.4,2155.4,2000.0,0.0,10000.0,5000.0,5000.0,-1477.6,4310.8,-10000.0,-2844.6,-2844.6
2457,8300,2000,2000040010,521610,521610 - Voice Services,520,520 - Other Services and Charges,Expenditures,2016,16000,16000,1868.95,59495.39,0.0,0.0,0.0,0.0,2253.0,2252.0,2438.0,2345.0,2345.0,57242.39,-2252.0,-2438.0,-2345.0,-2345.0
2458,8300,2000,2000040011,522205,522205 - Metro Commuter Passes,520,520 - Other Services and Charges,Expenditures,2016,13600,13600,9261,7391.75,15980.41,13281.61,14631.01,14631.01,25000.0,25000.0,25000.0,25000.0,25000.0,-17608.25,-9019.59,-11718.39,-10368.99,-10368.99
2459,8300,2000,2000090002,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,2962,2962,1954.51,3999.57,65174.16,67368.52,66271.34,66271.34,27437.0,27437.0,27437.0,27437.0,27437.0,-23437.43,37737.16,39931.52,38834.34,38834.34
2460,8300,2000,2000040022,520905,520905 - Travel - Training Related,520,520 - Other Services and Charges,Expenditures,2016,0,0,-21,5073.61,0.0,476.84,238.42,238.42,5000.0,5000.0,5000.0,5000.0,5000.0,73.60999999999967,-5000.0,-4523.16,-4761.58,-4761.58
2461,1000,3600,3600150010,511135,511135 - Recreational Supplies,510,510 - Supplies,Expenditures,2016,800,800,350.12,0.0,34387.42,1559.51,17973.465,17973.465,9874.0,9874.0,9874.0,9874.0,9874.0,-9874.0,24513.42,-8314.49,8099.464999999999,8099.464999999999
2462,8300,2000,2000040015,520805,520805 - Education & Training,520,520 - Other Services and Charges,Expenditures,2016,31400,31400,9679.32,134217.25,78506.95,3227.32,40867.135,40867.135,10000.0,10000.0,10000.0,10000.0,10000.0,124217.25,68506.95,-6772.68,30867.135,30867.135
2463,1000,3600,3600070006,521705,521705 - Equipment Rental,520,520 - Other Services and Charges,Expenditures,2016,2000,2000,0,565.31,49472.84,27.65,24750.245,24750.245,5000.0,5000.0,5000.0,5000.0,5000.0,-4434.690000000001,44472.84,-4972.35,19750.245,19750.245
2464,1000,3600,3600150060,502010,502010 - FICA - Civilian,500,500 - Personnel Services,Expenditures,2016,15903,15903,14967.82,11837.47,209.23,81283.56,40746.395,40746.395,4250.0,4250.0,4250.0,4250.0,4250.0,7587.4699999999975,-4040.77,77033.56,36496.395,36496.395
2465,1000,2500,2500050001,520520,520520 - Printing & Reproduction Services,520,520 - Other Services and Charges,Expenditures,2016,1160,1160,0,7675.72,68382.75,17567.21,42974.979999999996,42974.979999999996,4750.0,8750.0,8750.0,8750.0,8750.0,2925.720000000001,59632.75,8817.21,34224.979999999996,34224.979999999996
2466,2200,1000,1000010072,500060,500060 - Overtime - Civilian,500,500 - Personnel Services,Expenditures,2016,45000,45000,45804.45,15240.17,2200.69,1351.62,1776.155,1776.155,4750.0,4750.0,4750.0,4750.0,4750.0,10490.17,-2549.31,-3398.38,-2973.8450000000003,-2973.8450000000003
2467,1000,1000,1000010027,503025,503025 - Basic Life Insurance - Active Classified,500,500 - Personnel Services,Expenditures,2016,8564,8564,10564.26,224421.35,77989.14,5275.89,41632.515,41632.515,4750.0,4750.0,4750.0,4750.0,4750.0,219671.35,73239.14,525.8900000000003,36882.515,36882.515
2468,1000,1000,1000010051,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,590,590,484.88,18147.43,1609.06,3517.33,2563.1949999999997,2563.1949999999997,40537.0,40540.0,40540.0,40540.0,40540.0,-22389.57,-38930.94,-37022.67,-37976.805,-37976.805
2469,1000,3600,3600020009,520115,520115 - Real Estate Lease/Office Rental,520,520 - Other Services and Charges,Expenditures,2016,1100,1100,0,8043.65,1547.55,9400.56,5474.054999999999,5474.054999999999,4000.0,4000.0,4000.0,4000.0,4000.0,4043.65,-2452.45,5400.56,1474.0550000000003,1474.0550000000003
2470,1000,5000,5000010001,503060,503060 - Long Term Disability - Civilian,500,500 - Personnel Services,Expenditures,2016,1581,1581,1532.02,52002.83,7969.03,14446.17,11207.6,11207.6,7250.0,7250.0,7250.0,7250.0,7250.0,44752.83,719.0299999999997,7196.17,3957.6,3957.6
2471,1000,3600,3600150029,521405,521405 - Building Maintenance Services,520,520 - Other Services and Charges,Expenditures,2016,100,100,0,44.09,2062.46,24196.44,13129.449999999999,13129.449999999999,10676.0,10676.0,10676.0,10676.0,10676.0,-10631.91,-8613.54,13520.44,2453.45,2453.45
2472,1000,3800,3800010004,502010,502010 - FICA - Civilian,500,500 - Personnel Services,Expenditures,2016,28045,28045,27017.74,2708.42,2846.05,309.42,1577.7350000000001,1577.7350000000001,1500.0,1500.0,1500.0,1500.0,1500.0,1208.42,1346.0500000000004,-1190.58,77.73500000000024,77.73500000000024
2473,1000,1000,1000010070,521725,521725 - Other Rental,520,520 - Other Services and Charges,Expenditures,2016,1520,1520,1564.27,40770.28,0.0,16552.43,8276.215,8276.215,57046.0,57046.0,57046.0,57046.0,57046.0,-16275.72,-57046.0,-40493.57,-48769.785,-48769.785
2474,1000,1000,1000010053,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,2575,2575,1174.24,6489.33,9447.66,10560.71,10004.185,10004.185,4150.0,4150.0,4150.0,4150.0,4150.0,2339.33,5297.66,6410.709999999999,5854.1849999999995,5854.1849999999995
2475,1000,3800,3800020003,522790,522790 - Interfund Inventory Adjustments,520,520 - Other Services and Charges,Expenditures,2016,200,200,0,1670.86,20637.78,2024.52,11331.15,11331.15,5750.0,5750.0,5750.0,5750.0,5750.0,-4079.14,14887.78,-3725.48,5581.150000000001,5581.150000000001
2476,1000,3400,3400020001,502010,502010 - FICA - Civilian,500,500 - Personnel Services,Expenditures,2016,199832,199832,190573.01,1205.91,2427.28,763.6,1595.44,1595.44,3020.0,3020.0,3020.0,3020.0,3020.0,-1814.09,-592.7199999999998,-2256.4,-1424.56,-1424.56
2477,8300,2000,2000050005,502010,502010 - FICA - Civilian,500,500 - Personnel Services,Expenditures,2016,243151,238151,188309.65,8929.59,0.0,3267.49,1633.745,1633.745,3501.0,0.0,0.0,0.0,0.0,5428.59,0.0,3267.49,1633.745,1633.745
2478,1000,1200,1200050002,503020,503020 - Health Insurance - Active Classified,500,500 - Personnel Services,Expenditures,2016,9261,9261,4936,2180.9,0.0,0.0,0.0,0.0,10000.0,2665.0,2665.0,2665.0,2665.0,-7819.1,-2665.0,-2665.0,-2665.0,-2665.0
2479,1000,3600,3600150030,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,36,36,26.89,81691.92,85692.75,240816.18,163254.465,163254.465,50000.0,50000.0,50000.0,50000.0,50000.0,31691.92,35692.75,190816.18,113254.465,113254.465
2480,8300,2000,2000050011,500060,500060 - Overtime - Civilian,500,500 - Personnel Services,Expenditures,2016,14200,14200,93212.13,81884.34,307448.39,242829.3,275138.845,275138.845,250000.0,250000.0,250000.0,250000.0,250000.0,-168115.66,57448.39000000003,-7170.7000000000135,25138.84500000001,25138.84500000001
2481,1005,2000,2000010014,503050,503050 - Health Insurance - Retiree Civilian,500,500 - Personnel Services,Expenditures,2016,0,0,0,28678.08,113519.01,1428.4,57473.704999999994,57473.704999999994,0.0,0.0,0.0,0.0,0.0,28678.08,113519.01,1428.4,57473.704999999994,57473.704999999994
2482,1000,3600,3600150001,511025,511025 - Electrical Hardware & Parts,510,510 - Supplies,Expenditures,2016,100,100,31.26,0.0,0.0,1877.09,938.545,938.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1877.09,938.545,938.545
2483,8300,2000,2000040017,521725,521725 - Other Rental,520,520 - Other Services and Charges,Expenditures,2016,1900,1900,707.28,76151.83,24520.84,4959.89,14740.365,14740.365,0.0,0.0,0.0,0.0,0.0,76151.83,24520.84,4959.89,14740.365,14740.365
2484,1000,1000,1000010054,500070,500070 - Overtime - Classified,500,500 - Personnel Services,Expenditures,2016,114387,114387,113903.92,385.78,0.0,1759.72,879.86,879.86,0.0,0.0,0.0,0.0,0.0,385.78,0.0,1759.72,879.86,879.86
2485,8001,2800,2800040021,503060,503060 - Long Term Disability - Civilian,500,500 - Personnel Services,Expenditures,2016,14875,12398,12478.55,16899.67,10685.14,93.29,5389.215,5389.215,40000.0,35000.0,0.0,17500.0,17500.0,-23100.33,-24314.86,93.29,-12110.785,-12110.785
2486,1000,1000,1000010031,500020,500020 - Salary Base Pay - Classified,500,500 - Personnel Services,Expenditures,2016,8891378,8722971,8473231.75,768.94,224.41,9894.27,5059.34,5059.34,0.0,0.0,0.0,0.0,0.0,768.94,224.41,9894.27,5059.34,5059.34
2487,1000,2100,2100010001,520765,520765 - Membership & Professional Fees,520,520 - Other Services and Charges,Expenditures,2016,7911,7911,9417,76972.11,16827.49,386.75,8607.12,8607.12,25000.0,20000.0,0.0,10000.0,10000.0,51972.11,-3172.509999999999,386.75,-1392.8799999999994,-1392.8799999999994
2488,1000,1000,1000010048,501140,501140 - Third Party Disability Benefit - Classif,500,500 - Personnel Services,Expenditures,2016,2100,2100,1392,13534.39,2055.33,20331.01,11193.169999999998,11193.169999999998,0.0,0.0,0.0,0.0,0.0,13534.39,2055.33,20331.01,11193.169999999998,11193.169999999998
2489,1000,1000,1000010063,503100,503100 - Workers Comp-Civilian Claims,500,500 - Personnel Services,Expenditures,2016,5660,5660,7227.13,909.4,13004.29,801.15,6902.72,6902.72,0.0,0.0,0.0,0.0,0.0,909.4,13004.29,801.15,6902.72,6902.72
2490,1000,3400,3400060002,503060,503060 - Long Term Disability - Civilian,500,500 - Personnel Services,Expenditures,2016,2720,2720,2608.67,638.87,29188.62,17889.47,23539.045,23539.045,11291.0,11291.0,0.0,5645.5,5645.5,-10652.13,17897.62,17889.47,17893.545,17893.545
2491,8700,2500,2500090002,520123,520123 - Vehicle & Motor Equipment Services+E38,520,520 - Other Services and Charges,Expenditures,2016,0,0,0,846.64,2254.27,0.0,1127.135,1127.135,0.0,0.0,0.0,0.0,0.0,846.64,2254.27,0.0,1127.135,1127.135
2492,9000,8000,8000120001,504030,504030 - Unemployment Claims - Administration,500,500 - Personnel Services,Expenditures,2016,805,805,0,14255.89,9452.24,229819.26,119635.75,119635.75,496400.0,381972.0,228600.0,305286.0,305286.0,-482144.11,-372519.76,1219.2600000000093,-185650.25,-185650.25
2493,8300,2000,2000040005,511090,511090 - Medical & Surgical Supplies,510,510 - Supplies,Expenditures,2016,0,0,1424.97,4632.24,-640.49,0.0,-320.245,-320.245,0.0,0.0,0.0,0.0,0.0,4632.24,-640.49,0.0,-320.245,-320.245
2494,1000,1000,1000010046,522305,522305 - Freight Charges,520,520 - Other Services and Charges,Expenditures,2016,10,10,0,43179.86,3617.59,0.0,1808.795,1808.795,0.0,0.0,0.0,0.0,0.0,43179.86,3617.59,0.0,1808.795,1808.795
2495,8300,2000,2000040014,520510,520510 - Mail/Delivery Services,520,520 - Other Services and Charges,Expenditures,2016,200,200,23.98,22903.18,118.14,0.0,59.07,59.07,0.0,0.0,0.0,0.0,0.0,22903.18,118.14,0.0,59.07,59.07
2496,1000,1000,1000010001,501140,501140 - Third Party Disability Benefit - Classif,500,500 - Personnel Services,Expenditures,2016,8742,8742,11856,91.83,10988.21,0.0,5494.105,5494.105,0.0,0.0,0.0,0.0,0.0,91.83,10988.21,0.0,5494.105,5494.105
2497,1000,1000,1000010017,511145,511145 - Small Tools & Minor Equipment,510,510 - Supplies,Expenditures,2016,6610,6610,296.25,3085.99,11644.35,8289.35,9966.85,9966.85,0.0,0.0,0.0,0.0,0.0,3085.99,11644.35,8289.35,9966.85,9966.85
2498,1000,6800,6800050001,503010,503010 - Health Insurance - Active Civilian,500,500 - Personnel Services,Expenditures,2016,290899,272357,245568.55,850.86,2834.02,0.0,1417.01,1417.01,0.0,0.0,0.0,0.0,0.0,850.86,2834.02,0.0,1417.01,1417.01
2499,1000,5500,5500010005,521715,521715 - Office Equipment Rental,520,520 - Other Services and Charges,Expenditures,2016,372,372,349.8,0.0,217.62,8647.27,4432.445000000001,4432.445000000001,0.0,0.0,0.0,0.0,0.0,0.0,217.62,8647.27,4432.445000000001,4432.445000000001
2500,1000,1000,1000010071,500090,500090 - Premium Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,1634,1634,29700.48,654.5,158753.15,1204.31,79978.73,79978.73,0.0,70000.0,10000.0,40000.0,40000.0,654.5,88753.15,-8795.69,39978.729999999996,39978.729999999996
2501,1001,2000,2000070002,500110,500110 - Bilingual Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,904,904,906.66,38378.8,27017.45,1173.75,14095.6,14095.6,0.0,0.0,0.0,0.0,0.0,38378.8,27017.45,1173.75,14095.6,14095.6
2502,1000,3600,3600070010,511135,511135 - Recreational Supplies,510,510 - Supplies,Expenditures,2016,40000,40000,62112.06,2039.93,7317.62,754.52,4036.0699999999997,4036.0699999999997,0.0,2375.0,7318.0,4846.5,4846.5,2039.93,4942.62,-6563.48,-810.4299999999998,-810.4299999999998
2503,1000,3600,3600150020,520910,520910 - Travel - Non-Training Related,520,520 - Other Services and Charges,Expenditures,2016,200,200,0,88058.53,44675.02,53691.89,49183.455,49183.455,0.0,0.0,0.0,0.0,0.0,88058.53,44675.02,53691.89,49183.455,49183.455
2504,1000,3600,3600090008,511015,511015 - Cleaning & Sanitary Supplies,510,510 - Supplies,Expenditures,2016,0,0,0,31721.21,90667.32,21111.25,55889.285,55889.285,0.0,10000.0,11373.0,10686.5,10686.5,31721.21,80667.32,9738.25,45202.785,45202.785
2505,2302,2000,2000010011,520114,520114 - Miscellaneous Support Services,520,520 - Other Services and Charges,Expenditures,2016,1700,1700,0,0.0,38545.86,18205.18,28375.52,28375.52,50000.0,50000.0,50000.0,50000.0,50000.0,-50000.0,-11454.14,-31794.82,-21624.48,-21624.48
2506,8300,2000,2000030009,520765,520765 - Membership & Professional Fees,520,520 - Other Services and Charges,Expenditures,2016,1000,1000,1306.48,6762.89,18699.81,10743.37,14721.59,14721.59,0.0,0.0,0.0,0.0,0.0,6762.89,18699.81,10743.37,14721.59,14721.59
2507,1000,3400,3400010005,500030,500030 - Salary Part Time - Civilian,500,500 - Personnel Services,Expenditures,2016,11362,11362,15019.37,58607.14,0.0,54471.73,27235.865,27235.865,0.0,0.0,0.0,0.0,0.0,58607.14,0.0,54471.73,27235.865,27235.865
2508,1000,3600,3600150070,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,300,300,0,7714.15,8889.48,867.79,4878.635,4878.635,0.0,0.0,0.0,0.0,0.0,7714.15,8889.48,867.79,4878.635,4878.635
2509,1003,2500,2500050001,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,388483,388483,364329.9,1182.25,178343.12,1266.81,89804.965,89804.965,90000.0,90000.0,90000.0,90000.0,90000.0,-88817.75,88343.12,-88733.19,-195.0350000000035,-195.0350000000035
2510,1000,3600,3600150025,500030,500030 - Salary Part Time - Civilian,500,500 - Personnel Services,Expenditures,2016,11362,11362,12655.4,3444.47,5914.33,38482.75,22198.54,22198.54,0.0,0.0,0.0,0.0,0.0,3444.47,5914.33,38482.75,22198.54,22198.54
2511,2200,1000,1000010072,500020,500020 - Salary Base Pay - Classified,500,500 - Personnel Services,Expenditures,2016,1637539,1537539,1511746.9,-46.3,63449.82,377.28,31913.55,31913.55,0.0,0.0,0.0,0.0,0.0,-46.3,63449.82,377.28,31913.55,31913.55
2512,2301,2000,2000060014,511050,511050 - Paper & Printing Supplies,510,510 - Supplies,Expenditures,2016,2000,2000,2015.4,0.0,8484.83,33639.22,21062.025,21062.025,107842.0,128150.0,128095.0,128122.5,128122.5,-107842.0,-119665.17,-94455.78,-107060.475,-107060.475
2513,1000,2100,2100050001,511150,511150 - Miscellaneous Parts & Supplies,510,510 - Supplies,Expenditures,2016,300,300,953.5,1599.93,77834.55,120.66,38977.605,38977.605,13000.0,13000.0,13000.0,13000.0,13000.0,-11400.07,64834.55,-12879.34,25977.605000000003,25977.605000000003
2514,8300,2000,2000040017,521715,521715 - Office Equipment Rental,520,520 - Other Services and Charges,Expenditures,2016,3000,3000,3358.36,0.0,842.82,322.22,582.52,582.52,8000.0,8000.0,8000.0,8000.0,8000.0,-8000.0,-7157.18,-7677.78,-7417.48,-7417.48
2515,8001,2800,2800040011,502010,502010 - FICA - Civilian,500,500 - Personnel Services,Expenditures,2016,136244,146677,151361.01,0.0,2517.09,0.0,1258.545,1258.545,7000.0,7000.0,7000.0,7000.0,7000.0,-7000.0,-4482.91,-7000.0,-5741.455,-5741.455
2516,1000,1000,1000010010,500020,500020 - Salary Base Pay - Classified,500,500 - Personnel Services,Expenditures,2016,644265,644265,482351.97,25725.61,12754.54,41333.23,27043.885000000002,27043.885000000002,15000.0,15000.0,15000.0,15000.0,15000.0,10725.61,-2245.459999999999,26333.230000000003,12043.885000000002,12043.885000000002
2517,1000,3600,3600070008,511090,511090 - Medical & Surgical Supplies,510,510 - Supplies,Expenditures,2016,100,100,0,77700.65,0.0,0.0,0.0,0.0,10000.0,60000.0,60000.0,60000.0,60000.0,67700.65,-60000.0,-60000.0,-60000.0,-60000.0
2518,1000,2500,2500020001,520110,520110 - Management Consulting Services,520,520 - Other Services and Charges,Expenditures,2016,30000,24800,49000,4628.15,8442.87,31112.92,19777.895,19777.895,109649.0,88000.0,88000.0,88000.0,88000.0,-105020.85,-79557.13,-56887.08,-68222.10500000001,-68222.10500000001
2519,8300,2000,2000040008,521610,521610 - Voice Services,520,520 - Other Services and Charges,Expenditures,2016,1900,1900,192.83,0.0,23632.72,0.0,11816.36,11816.36,17700.0,17700.0,17700.0,17700.0,17700.0,-17700.0,5932.720000000001,-17700.0,-5883.639999999999,-5883.639999999999
2520,1000,1000,1000010034,500110,500110 - Bilingual Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,681,681,315.4,43569.87,68409.72,157603.08,113006.4,113006.4,250000.0,160000.0,160000.0,160000.0,160000.0,-206430.13,-91590.28,-2396.9200000000133,-46993.600000000006,-46993.600000000006
2521,1000,3600,3600090005,520115,520115 - Real Estate Lease/Office Rental,520,520 - Other Services and Charges,Expenditures,2016,171429,168429,168198.23,115094.1,53115.57,69952.73,61534.149999999994,61534.149999999994,200000.0,200000.0,200000.0,200000.0,200000.0,-84905.9,-146884.43,-130047.27,-138465.85,-138465.85
2522,1000,1000,1000010032,501090,501090 - Pension - Police,500,500 - Personnel Services,Expenditures,2016,3771370,3771370,3714093.9,0.0,387.33,316.98,352.155,352.155,20000.0,20000.0,20000.0,20000.0,20000.0,-20000.0,-19612.67,-19683.02,-19647.845,-19647.845
2523,1000,1000,1000010026,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,25886,25886,24122.45,0.0,0.0,5392.24,2696.12,2696.12,17028.0,17000.0,17000.0,17000.0,17000.0,-17028.0,-17000.0,-11607.76,-14303.880000000001,-14303.880000000001
2524,1000,6000,6000020001,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,3628,3628,2796.72,7862.15,10558.22,6299.18,8428.7,8428.7,0.0,0.0,0.0,0.0,0.0,7862.15,10558.22,6299.18,8428.7,8428.7
2525,1000,1000,1000010022,501020,501020 - Clothing Allowance - Classified,500,500 - Personnel Services,Expenditures,2016,6000,6000,13600,2279.86,1503.92,1745.62,1624.77,1624.77,0.0,0.0,0.0,0.0,0.0,2279.86,1503.92,1745.62,1624.77,1624.77
2526,1000,2100,2100050004,511015,511015 - Cleaning & Sanitary Supplies,510,510 - Supplies,Expenditures,2016,250,250,0,3725.57,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,-1274.4299999999996,-5000.0,-5000.0,-5000.0,-5000.0
2527,8300,2000,2000040008,511060,511060 - Postage,510,510 - Supplies,Expenditures,2016,0,0,440.33,0.0,60.94,718.5,389.72,389.72,500.0,500.0,500.0,500.0,500.0,-500.0,-439.06,218.5,-110.28,-110.28
2528,1000,6800,6800020001,520805,520805 - Education & Training,520,520 - Other Services and Charges,Expenditures,2016,0,0,4190,19982.74,25507.69,42230.82,33869.255,33869.255,110000.0,85800.0,85800.0,85800.0,85800.0,-90017.26,-60292.31,-43569.18,-51930.744999999995,-51930.744999999995
2529,2301,2000,2000080001,511045,511045 - Computer Supplies,510,510 - Supplies,Expenditures,2016,4000,4000,4983.99,104956.06,161303.53,10405.09,85854.31,85854.31,378803.0,378803.0,378803.0,378803.0,378803.0,-273846.94,-217499.47,-368397.91,-292948.69,-292948.69
2530,1000,1000,1000010052,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,708,708,221.58,0.0,81696.73,19137.19,50416.96,50416.96,20000.0,103000.0,97300.0,100150.0,100150.0,-20000.0,-21303.270000000004,-78162.81,-49733.04,-49733.04
2531,1000,3800,3800050029,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,260961,229771,267526.19,1186.93,17973.06,2282.11,10127.585000000001,10127.585000000001,30000.0,40000.0,40000.0,40000.0,40000.0,-28813.07,-22026.94,-37717.89,-29872.415,-29872.415
2532,1000,9000,9000030001,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,754,754,717.42,201.74,23017.84,0.0,11508.92,11508.92,2500.0,40000.0,40000.0,40000.0,40000.0,-2298.26,-16982.16,-40000.0,-28491.08,-28491.08
2533,1000,1000,1000010049,500040,500040 - Salary Assignment Pay - Classified,500,500 - Personnel Services,Expenditures,2016,6365,6365,5444.81,2748.87,7659.23,70239.16,38949.195,38949.195,100000.0,150000.0,150000.0,150000.0,150000.0,-97251.13,-142340.77,-79760.84,-111050.805,-111050.805
2534,2302,2000,2000010011,520705,520705 - Insurance Fees,520,520 - Other Services and Charges,Expenditures,2016,19100,19100,15599.39,3735.21,1197.64,42684.98,21941.31,21941.31,59000.0,59000.0,59000.0,59000.0,59000.0,-55264.79,-57802.36,-16315.019999999995,-37058.689999999995,-37058.689999999995
2535,1000,1000,1000010051,521610,521610 - Voice Services,520,520 - Other Services and Charges,Expenditures,2016,0,0,785.67,5591.65,3553.99,269.74,1911.8649999999998,1911.8649999999998,5000.0,10000.0,10000.0,10000.0,10000.0,591.6499999999996,-6446.01,-9730.26,-8088.135,-8088.135
2536,1003,2500,2500050001,503050,503050 - Health Insurance - Retiree Civilian,500,500 - Personnel Services,Expenditures,2016,8957,8957,8862.48,10769.78,25385.13,1264.79,13324.960000000001,13324.960000000001,21655.0,21700.0,21700.0,21700.0,21700.0,-10885.22,3685.130000000001,-20435.21,-8375.039999999999,-8375.039999999999
2537,1011,8000,8000100001,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,321,321,303.05,93889.74,24882.22,6003.42,15442.82,15442.82,12376.0,12400.0,12400.0,12400.0,12400.0,81513.74,12482.22,-6396.58,3042.8199999999997,3042.8199999999997
2538,8001,2800,2800040020,522430,522430 - Miscellaneous Other Services & Charges,520,520 - Other Services and Charges,Expenditures,2016,2750000,2554003,3228777.62,94568.17,14677.39,59180.23,36928.81,36928.81,40596.0,40600.0,40600.0,40600.0,40600.0,53972.17,-25922.61,18580.230000000003,-3671.1899999999987,-3671.1899999999987
2539,1000,3600,3600070004,521705,521705 - Equipment Rental,520,520 - Other Services and Charges,Expenditures,2016,100,100,0,3094.17,28667.54,570.72,14619.130000000001,14619.130000000001,6415.0,6400.0,6400.0,6400.0,6400.0,-3320.83,22267.54,-5829.28,8219.130000000001,8219.130000000001
2540,1000,6500,6500010001,521625,521625 - Voice Labor,520,520 - Other Services and Charges,Expenditures,2016,8450,3450,933.6,61.46,0.0,9576.29,4788.145,4788.145,8769.0,8800.0,8800.0,8800.0,8800.0,-8707.54,-8800.0,776.2900000000009,-4011.8549999999996,-4011.8549999999996
2541,2205,1500,1500040001,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,4464,4464,4485.25,0.0,18576.01,1575.01,10075.509999999998,10075.509999999998,2093.0,2100.0,0.0,1050.0,1050.0,-2093.0,16476.01,1575.01,9025.509999999998,9025.509999999998
2542,8300,2000,2000050014,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,0,0,383.8,72218.86,22197.55,6428.62,14313.085,14313.085,0.0,0.0,0.0,0.0,0.0,72218.86,22197.55,6428.62,14313.085,14313.085
2543,1000,6500,6500030001,511110,511110 - Fuel,510,510 - Supplies,Expenditures,2016,5874,3641,2675.21,0.0,0.0,0.0,0.0,0.0,214519.0,143000.0,375500.0,259250.0,259250.0,-214519.0,-143000.0,-375500.0,-259250.0,-259250.0
2544,2302,2000,2000010010,503010,503010 - Health Insurance - Active Civilian,500,500 - Personnel Services,Expenditures,2016,983147,983147,887202.34,27301.5,52616.8,3342.24,27979.52,27979.52,0.0,0.0,0.0,0.0,0.0,27301.5,52616.8,3342.24,27979.52,27979.52
2545,1000,8000,8000070001,503060,503060 - Long Term Disability - Civilian,500,500 - Personnel Services,Expenditures,2016,425,425,413.01,1048.45,25926.81,3153.03,14539.92,14539.92,0.0,0.0,0.0,0.0,0.0,1048.45,25926.81,3153.03,14539.92,14539.92
